brapa_gene	agi	identity	evalue	bitscore
BRARA.D00017	AT3G63210	71.9	1.24e-114	328
BRARA.D00021	AT3G63200	87.3	9.76e-242	661
BRARA.D00022	AT3G63190	85.5	1.57e-129	368
BRARA.D00023	AT3G63180	61.7	0	964
BRARA.D00024	AT3G63170	82	1.23e-149	419
BRARA.D00025	AT3G63150	90.8	0	1160
BRARA.D00026	AT3G63140	88.2	3.01e-249	681
BRARA.D00027	AT3G63130	75.7	1.24e-163	475
BRARA.D00029	AT3G63110	84.2	1.15e-203	560
BRARA.D00035	AT3G63050	52.7	2.21e-30	106
BRARA.D00036	AT3G63030	80.2	3.81e-105	299
BRARA.D00037	AT3G63020	60.8	7.88e-68	205
BRARA.D00038	AT3G63010	91.9	2.59e-251	683
BRARA.D00039	AT3G63000	90.5	7.11e-274	744
BRARA.D00042	AT3G62950	99	3.28e-71	206
BRARA.D00047	AT1G21150	59.6	7.12e-134	390
BRARA.D00048	AT3G62880	78.5	3.82e-70	206
BRARA.D00050	AT3G62860	90.2	7.79e-236	643
BRARA.D00053	AT3G62810	91.5	1.87e-58	174
BRARA.D00054	AT3G62780	66.7	3.27e-100	294
BRARA.D00055	AT3G62770	95.5	1.11e-249	684
BRARA.D00056	AT3G62760	89.5	2.14e-148	411
BRARA.D00060	AT3G62600	95.7	1.46e-221	607
BRARA.D00062	AT3G62300	56.6	3.93e-238	678
BRARA.D00064	AT3G62270	95.3	0	1323
BRARA.D00067	AT3G62250	98.7	1.05e-95	273
BRARA.D00069	AT3G62180	82.9	3.29e-126	356
BRARA.D00072	AT3G62100	90.7	2.62e-110	311
BRARA.D00073	AT3G62060	84.5	8.02e-293	796
BRARA.D00085	AT3G61820	87	1.56e-301	820
BRARA.D00088	AT3G61730	72.7	1.59e-183	511
BRARA.D00090	AT3G61680	80.7	0	991
BRARA.D00095	AT3G61590	83.8	2.84e-262	716
BRARA.D00111	AT3G61320	90.2	3.12e-260	712
BRARA.D00112	AT3G61310	73.5	4.24e-164	461
BRARA.D00114	AT3G61290	81	1.11e-288	785
BRARA.D00115	AT3G61250	79.4	1.34e-157	440
BRARA.D00117	AT3G61200	69.8	3.18e-77	228
BRARA.D00123	AT3G61130	90.3	0	1213
BRARA.D00124	AT3G61120	70.6	3.3e-109	314
BRARA.D00126	AT3G61060	85.3	5.94e-185	509
BRARA.D00127	AT3G61050	93.7	7.16e-308	838
BRARA.D00133	AT3G60880	91.5	1.83e-254	691
BRARA.D00134	AT3G60860	90.3	0	3085
BRARA.D00135	AT3G60840	75.1	0	900
BRARA.D00137	AT3G60800	92.8	1.1e-208	570
BRARA.D00141	AT3G60790	50.4	7.64e-126	374
BRARA.D00143	AT3G60750	94.7	0	1386
BRARA.D00144	AT3G60740	83.2	0	2015
BRARA.D00145	AT3G60690	85.3	1.25e-107	304
BRARA.D00146	AT3G60670	82.2	5.99e-144	402
BRARA.D00147	AT3G60650	68.9	4.48e-61	184
BRARA.D00148	AT3G60630	66.3	1.52e-247	692
BRARA.D00151	AT3G60590	81.3	1.72e-183	511
BRARA.D00159	AT3G60450	86.4	6.34e-173	479
BRARA.D00160	AT3G60440	79.9	1.34e-161	450
BRARA.D00161	AT3G60415	70.7	9.92e-134	378
BRARA.D00164	AT3G60370	87.8	9.4e-151	420
BRARA.D00165	AT3G60360	86	1.62e-136	382
BRARA.D00166	AT3G60350	81.4	0	981
BRARA.D00168	AT3G60320	74.8	0	1016
BRARA.D00169	AT3G60310	70.1	5.62998e-319	879
BRARA.D00170	AT3G60300	72.6	2.81e-135	389
BRARA.D00171	AT3G60290	86.7	2.76e-229	627
BRARA.D00172	AT3G60280	76.4	2.18e-63	195
BRARA.D00174	AT3G60245	100	6.26e-64	187
BRARA.D00176	AT3G60240	73	0	2187
BRARA.D00179	AT3G60190	94.7	0	1162
BRARA.D00181	AT3G60150	91.8	3.35e-109	308
BRARA.D00182	AT3G60140	84.5	0	1030
BRARA.D00186	AT3G60100	90.3	9.53e-315	853
BRARA.D00188	AT3G60070	94.1	1.85e-315	853
BRARA.D00189	AT3G60050	72	2.23e-128	379
BRARA.D00199	AT3G59800	90.3	1.77e-75	224
BRARA.D00201	AT3G59760	88.1	1.36e-253	694
BRARA.D00202	AT3G59700	82.9	0	1074
BRARA.D00203	AT1G75910	75.3	1.34e-187	520
BRARA.D00205	AT3G59540	100	1.4e-43	134
BRARA.D00206	AT3G59530	88.6	5.42e-285	772
BRARA.D00210	AT3G59360	91.6	9.8e-252	687
BRARA.D00211	AT3G59350	93.9	1.16e-273	744
BRARA.D00212	AT3G59340	84.6	4.2e-184	512
BRARA.D00213	AT3G60470	51	4.1e-163	469
BRARA.D00214	AT3G59280	87.1	2.33e-63	187
BRARA.D00217	AT3G59150	57.6	9.27e-169	484
BRARA.D00219	AT3G58860	69.3	2.74e-227	630
BRARA.D00220	AT3G58850	76.5	1.89e-47	147
BRARA.D00222	AT3G58760	89.9	1.38e-264	728
BRARA.D00230	AT3G58610	93.7	0	1068
BRARA.D00231	AT3G58600	81.8	8.47e-153	429
BRARA.D00233	AT3G58580	93	0	1138
BRARA.D00234	AT3G58550	86.1	5.61e-111	313
BRARA.D00235	AT3G58500	98.7	3.35e-242	656
BRARA.D00236	AT3G58480	82.8	0	917
BRARA.D00241	AT3G58360	69.8	4.53e-150	422
BRARA.D00243	AT3G58300	76.2	1.42e-86	251
BRARA.D00249	AT3G58150	66.2	4.23e-81	239
BRARA.D00252	AT1G65870	75.7	1.73e-95	275
BRARA.D00253	AT3G58060	88.1	9.15e-256	698
BRARA.D00256	AT3G58010	83.2	7.8e-172	477
BRARA.D00258	AT3G57990	78	6.08e-184	512
BRARA.D00263	AT3G57890	85.8	0	1016
BRARA.D00265	AT3G57870	95	3.05e-119	332
BRARA.D00268	AT3G57780	64.4	6.24e-264	738
BRARA.D00273	AT3G57700	78.2	9.18e-189	523
BRARA.D00274	AT3G57690	93.4	2.65e-31	102
BRARA.D00294	AT3G57300	87.9	0	1291
BRARA.D00295	AT3G57290	95.4	4.7e-277	753
BRARA.D00311	AT3G57020	84.9	4.37e-244	665
BRARA.D00314	AT3G57010	81.6	7.87e-234	640
BRARA.D00318	AT3G56970	80.7	8.1e-136	382
BRARA.D00329	AT3G56770	69	3.58e-95	277
BRARA.D00333	AT3G31430	55.8	2.59e-115	337
BRARA.D00335	AT3G56680	69.2	2.75e-158	446
BRARA.D00337	AT3G56650	85.9	1.29e-153	427
BRARA.D00338	AT3G56620	85.8	3.1e-215	593
BRARA.D00339	AT3G56610	58.1	2.3e-42	135
BRARA.D00341	AT3G56530	52.6	5.05e-59	198
BRARA.D00342	AT3G56500	80	2.56e-51	157
BRARA.D00343	AT3G56490	96.6	6.53e-98	277
BRARA.D00345	AT3G56400	69.3	4.83e-124	355
BRARA.D00347	AT3G56380	93.6	5.11e-89	255
BRARA.D00348	AT3G56360	76.6	2.27e-116	331
BRARA.D00360	AT3G57100	63.6	4.76e-127	367
BRARA.D00363	AT3G56080	83.7	0	1075
BRARA.D00365	AT3G56050	76.6	3.4e-265	729
BRARA.D00366	AT3G56010	73.3	1.53e-89	261
BRARA.D00369	AT3G55970	88	3.65e-247	673
BRARA.D00373	AT3G55850	89.8	0	1026
BRARA.D00377	AT3G55740	94.5	1.21e-301	817
BRARA.D00384	AT3G55620	97.1	2.6e-171	471
BRARA.D00388	AT3G55570	79.1	1.23e-46	144
BRARA.D00391	AT3G55515	69	3.56e-28	96.7
BRARA.D00395	AT3G55460	80.4	3e-94	278
BRARA.D00397	AT3G55440	96.1	1.19e-176	485
BRARA.D00399	AT3G55430	88.5	2.2e-305	827
BRARA.D00404	AT3G55370	60	2.85e-138	397
BRARA.D00407	AT3G55330	84.5	3.66e-136	381
BRARA.D00408	AT3G55320	92.1	0	2508
BRARA.D00419	AT3G55260	90.4	0	1004
BRARA.D00422	AT3G55230	88.1	8.29e-184	508
BRARA.D00423	AT3G55190	84.5	2.08e-182	504
BRARA.D00424	AT3G55150	86.5	0	1036
BRARA.D00425	AT3G55140	93.7	1.17e-242	659
BRARA.D00428	AT3G55100	88.5	0	1157
BRARA.D00429	AT3G55090	86.1	0	1204
BRARA.D00432	AT3G55030	91.4	5.44e-140	391
BRARA.D00439	AT3G54810	87.9	1.12e-188	522
BRARA.D00440	AT3G54800	88	0	1320
BRARA.D00441	AT3G54790	83.7	0	953
BRARA.D00448	AT3G54700	94.2	0	978
BRARA.D00454	AT3G54610	77.4	2.62e-303	831
BRARA.D00457	AT3G28550	72.3	9.41e-20	87
BRARA.D00458	AT3G54560	97.1	8.89e-87	248
BRARA.D00463	AT3G54490	77.4	1.37e-124	352
BRARA.D00464	AT3G54480	86.2	1.45e-166	462
BRARA.D00466	AT3G54460	78.9	0	2123
BRARA.D00468	AT3G54440	89.9	0	2144
BRARA.D00470	AT3G54400	88.6	2.74e-269	734
BRARA.D00477	AT3G54260	86.3	7.08e-252	686
BRARA.D00478	AT3G54250	95	3.17e-296	801
BRARA.D00479	AT3G54240	89.7	2.04e-248	675
BRARA.D00483	ATCG01250	87.5	2.2e-33	117
BRARA.D00484	AT2G38630	87.9	1.19e-298	812
BRARA.D00486	AT3G54150	83.2	1.9e-188	520
BRARA.D00487	AT3G54140	94.2	0	1076
BRARA.D00491	AT3G54040	87	1.32e-105	302
BRARA.D00495	AT3G54030	92.2	0	920
BRARA.D00496	AT3G54020	92.8	4.52e-208	569
BRARA.D00497	AT3G54010	88.1	0	1093
BRARA.D00500	AT3G53980	90.4	6.8e-76	219
BRARA.D00503	AT3G53940	82.2	3.46e-209	577
BRARA.D00504	AT3G53930	84.8	0	1131
BRARA.D00505	AT3G53920	80.7	1.11e-310	850
BRARA.D00508	AT3G53830	80.1	2.45e-288	786
BRARA.D00509	AT3G53820	78.6	1.06e-71	211
BRARA.D00511	AT3G53770	72.2	1.55e-37	123
BRARA.D00512	AT2G37620	99.7	2.83e-280	758
BRARA.D00513	AT3G53720	92.5	0	1485
BRARA.D00514	AT3G53710	81	1.83e-251	691
BRARA.D00515	AT3G53700	91.1	9.76e-120	377
BRARA.D00516	AT3G53650	93.4	1.48e-70	207
BRARA.D00520	AT3G53610	97.7	8.1e-149	412
BRARA.D00522	AT3G57730	79.4	7.76e-194	537
BRARA.D00531	AT3G53430	99.4	2.11e-113	318
BRARA.D00532	AT3G53400	81.6	8.87e-274	748
BRARA.D00535	AT3G53380	87.9	0	1226
BRARA.D00540	AT3G53150	87	0	884
BRARA.D00541	AT3G53140	90.8	2.83e-239	652
BRARA.D00542	AT3G53120	86.6	3.24e-121	342
BRARA.D00543	AT3G53110	89.7	2.62e-288	788
BRARA.D00544	AT3G53100	88	1.22e-229	627
BRARA.D00545	AT3G53090	89	0	2024
BRARA.D00553	AT3G53040	71.8	1.54e-42	156
BRARA.D00556	AT3G53020	90.8	1.3e-94	270
BRARA.D00559	AT3G52970	85.1	0	888
BRARA.D00560	AT3G52960	88.5	2e-134	377
BRARA.D00564	AT3G52905	94.7	5.77e-113	317
BRARA.D00569	AT3G52840	84.9	0	1335
BRARA.D00573	AT3G52790	82.2	1.47e-58	175
BRARA.D00577	AT3G52730	87.8	6.21e-28	95.1
BRARA.D00579	AT3G52640	85	0	1155
BRARA.D00580	AT3G52600	87.5	0	1078
BRARA.D00582	AT3G52561	54.7	5.48e-27	94.7
BRARA.D00584	AT3G52520	69.2	1.02e-57	174
BRARA.D00585	AT3G52500	83.8	1.57e-288	786
BRARA.D00587	AT3G52490	83.8	0	1280
BRARA.D00590	AT3G52430	66.9	3.02e-242	675
BRARA.D00592	AT3G52400	83.6	9.48e-162	455
BRARA.D00593	AT3G52390	92.3	1.09e-224	612
BRARA.D00595	AT3G52370	90.9	1.31e-267	733
BRARA.D00596	AT3G52360	87.5	3.14e-46	142
BRARA.D00597	AT3G52340	83.8	9.24e-264	724
BRARA.D00600	AT3G52290	76.1	8.85e-194	544
BRARA.D00601	AT3G52240	66.2	2.12e-266	746
BRARA.D00604	AT3G52200	77.4	0	984
BRARA.D00607	AT3G52180	85.5	9.1e-232	635
BRARA.D00608	AT3G52170	60.5	1.02e-168	484
BRARA.D00610	AT3G52140	82.4	0	2058
BRARA.D00612	AT3G52115	61	1.09e-208	593
BRARA.D00620	AT3G51960	78.3	4.74e-100	288
BRARA.D00621	AT3G51950	84.4	0	890
BRARA.D00622	AT3G51930	84	5.16e-231	637
BRARA.D00623	AT3G51920	88.7	5.94e-90	258
BRARA.D00624	AT3G51910	81	9.98e-144	403
BRARA.D00626	AT3G51890	74.8	8.23e-121	344
BRARA.D00628	AT3G51870	90.8	1.97e-241	660
BRARA.D00630	AT3G51850	97.2	0	1022
BRARA.D00632	AT1G54500	74.2	5.75e-91	263
BRARA.D00635	AT4G14465	88.3	1.06e-176	488
BRARA.D00636	AT4G14450	66.4	9.08e-40	128
BRARA.D00637	AT4G14440	85.2	8.34e-144	401
BRARA.D00640	AT4G14410	72.2	4.16e-123	352
BRARA.D00641	AT4G14385	77.3	2.03e-75	222
BRARA.D00642	AT4G14380	71.2	1.25e-74	223
BRARA.D00643	AT4G14368	83.5	0	1615
BRARA.D00644	AT4G14350	96.6	0	1030
BRARA.D00646	AT4G14340	87.3	6.36e-285	776
BRARA.D00647	AT4G14330	83.1	0	1319
BRARA.D00650	AT4G14315	79.7	1.03e-25	88.6
BRARA.D00651	AT4G14305	89.7	9.75e-126	351
BRARA.D00657	AT4G14250	54.5	5.56e-139	402
BRARA.D00661	AT4G14240	90.6	5.16e-301	820
BRARA.D00662	AT4G14210	93.8	0	1061
BRARA.D00663	AT4G14200	60.5	9.7e-254	721
BRARA.D00664	AT4G14160	88.4	0	1353
BRARA.D00665	AT4G14147	83	1.14e-95	274
BRARA.D00666	AT2G47300	78.2	0	1256
BRARA.D00668	AT4G14110	89.8	3.08e-128	358
BRARA.D00671	AT4G14070	85.6	0	1228
BRARA.D00672	AT4G14040	93.8	0	974
BRARA.D00673	AT4G14030	91.4	0	954
BRARA.D00675	AT4G14010	75.8	2.03e-54	165
BRARA.D00676	AT4G14000	84.9	2.53e-171	475
BRARA.D00679	AT4G13980	81.3	2.78e-266	730
BRARA.D00680	AT4G13970	85	0	1331
BRARA.D00684	AT4G13930	93.6	0	906
BRARA.D00685	AT4G13870	78.5	1.43e-147	414
BRARA.D00689	AT4G13840	81.4	8.94e-264	720
BRARA.D00690	AT4G13830	86	8.55e-113	319
BRARA.D00693	AT4G13820	76.5	6.77e-239	686
BRARA.D00695	AT4G13800	95.5	1.66e-223	610
BRARA.D00696	AT4G13790	85.9	3.37e-52	157
BRARA.D00698	AT4G13780	88.1	0	1414
BRARA.D00699	AT4G13770	88.6	0	900
BRARA.D00700	AT4G13730	88.1	3.34e-278	758
BRARA.D00701	AT4G13720	97.4	1.2e-139	388
BRARA.D00703	AT4G13690	61	5.24e-86	256
BRARA.D00704	AT4G13670	69.7	2.48e-128	373
BRARA.D00705	AT4G13650	85.6	0	1814
BRARA.D00706	AT4G13630	67.9	1.95e-223	629
BRARA.D00707	AT4G13620	80.5	8.81e-185	515
BRARA.D00709	AT4G13615	97.9	1.55e-23	84
BRARA.D00710	AT4G13600	79.3	5.72e-95	275
BRARA.D00711	AT4G13580	97.1	9.8e-171	469
BRARA.D00712	AT4G13560	83.5	1.84e-27	96.7
BRARA.D00713	AT4G13550	77.5	0	1275
BRARA.D00714	AT4G13540	78.7	3.65e-99	286
BRARA.D00715	AT4G23260	73	0	893
BRARA.D00719	AT4G13410	84.3	0	921
BRARA.D00721	AT4G13400	88.8	4.36e-240	654
BRARA.D00723	AT4G13360	93.1	2.71e-231	634
BRARA.D00724	AT4G13350	75.2	4.09e-306	842
BRARA.D00727	AT4G13250	91.6	0	882
BRARA.D00728	AT4G13210	88.2	8.7e-282	766
BRARA.D00729	AT4G13200	51.5	2.79e-38	130
BRARA.D00730	AT4G13190	83	2.88e-222	612
BRARA.D00731	AT4G13180	83.7	1.81e-150	419
BRARA.D00732	AT4G13160	56.6	6.37e-81	244
BRARA.D00734	AT4G13150	72.1	3.41e-159	449
BRARA.D00735	AT4G13110	68.9	2.34e-142	405
BRARA.D00738	AT4G13050	83	5.54e-220	604
BRARA.D00742	AT4G38090	84	5.16e-125	353
BRARA.D00744	AT4G12910	86.8	0	891
BRARA.D00748	AT4G12860	86.8	3.17e-90	258
BRARA.D00749	AT4G12840	86.5	6.53e-253	690
BRARA.D00750	AT4G12830	90.1	5.6e-270	733
BRARA.D00751	AT4G12800	93.2	8.51e-142	397
BRARA.D00753	AT2G39780	92.5	8.79e-179	491
BRARA.D00754	AT4G12790	91.8	5.62e-183	503
BRARA.D00755	AT4G12740	69.4	6.06e-237	662
BRARA.D00756	AT4G12650	97.1	0	1241
BRARA.D00760	AT5G37740	78.7	3.67e-99	283
BRARA.D00761	AT5G37730	70.7	5.61e-60	182
BRARA.D00763	AT5G37720	79.9	1.88e-135	384
BRARA.D00764	AT5G37710	90.2	5.22e-292	793
BRARA.D00765	AT5G37690	90.5	2.69e-232	635
BRARA.D00766	AT5G37680	97.8	1.98e-129	360
BRARA.D00767	AT5G37670	83	1.98e-75	220
BRARA.D00774	AT5G36890	90	0	942
BRARA.D00775	AT5G36710	89.1	8.2e-109	309
BRARA.D00776	AT5G36700	92.8	7.44e-238	649
BRARA.D00777	AT5G36740	56.1	0	1098
BRARA.D00784	AT3G55130	80.9	0	1089
BRARA.D00785	AT5G36290	89.2	6.62e-171	474
BRARA.D00789	AT5G36260	85.5	8.19e-306	831
BRARA.D00790	AT5G36250	84.9	5.5e-255	700
BRARA.D00792	AT5G40680	61.5	1.89e-180	509
BRARA.D00794	AT5G36100	58.6	3.08e-92	275
BRARA.D00795	AT5G35980	83.8	0	1536
BRARA.D00796	AT5G35970	86.1	0	1561
BRARA.D00797	AT5G35960	90.5	8.35e-261	712
BRARA.D00799	AT5G35870	69.6	7.68e-82	241
BRARA.D00801	AT5G35770	86.4	7.54e-284	773
BRARA.D00804	AT5G35750	80.3	0	1807
BRARA.D00805	AT5G35740	86.6	4.17e-77	223
BRARA.D00806	AT5G35735	81.5	3.11e-245	671
BRARA.D00807	AT5G35732	79.6	4.12e-47	147
BRARA.D00808	AT5G35730	95.2	0	888
BRARA.D00810	AT5G35690	72.5	1.37e-279	773
BRARA.D00811	AT2G04520	93.8	6.84e-93	265
BRARA.D00814	AT5G35630	92.3	5.54e-302	817
BRARA.D00815	AT5G35620	87.6	9.09e-124	347
BRARA.D00816	AT5G35580	75	1.27e-260	716
BRARA.D00819	AT5G35560	86.8	0	1274
BRARA.D00820	AT5G35460	91.7	9.28e-237	648
BRARA.D00822	AT5G35520	52.9	3.08e-73	222
BRARA.D00827	AT5G37860	68.8	8.74e-115	328
BRARA.D00828	AT5G37850	90.6	1.5e-219	601
BRARA.D00829	AT5G37840	72.1	4.52e-99	286
BRARA.D00833	AT5G37790	81.8	1.66e-315	861
BRARA.D00836	AT5G37480	70.7	2.29e-68	204
BRARA.D00837	AT5G37510	95.3	0	1426
BRARA.D00838	AT5G37530	88.5	6.4e-286	779
BRARA.D00839	AT5G37540	81.5	2.15e-246	677
BRARA.D00842	AT5G37660	90.2	1.95e-184	508
BRARA.D00843	AT5G37630	85	0	1625
BRARA.D00845	AT5G37600	94.4	9.6e-266	719
BRARA.D00846	AT5G37590	70.7	8.85e-158	460
BRARA.D00847	AT2G05260	75.6	4.39e-200	552
BRARA.D00848	AT5G37570	79.3	1.46e-232	651
BRARA.D00849	AT5G37550	66.8	5.8e-81	241
BRARA.D00850	AT1G54390	93	2.21e-148	417
BRARA.D00857	AT5G36920	63.3	8.62e-25	87.8
BRARA.D00858	AT5G36940	85.3	0	1020
BRARA.D00859	AT3G20490	54.9	1.2e-154	449
BRARA.D00861	AT5G36950	80.4	0	889
BRARA.D00862	AT5G36960	80.7	2.33e-64	192
BRARA.D00864	AT5G37000	76.8	2.51e-298	818
BRARA.D00870	AT5G37010	66.9	2.34e-186	539
BRARA.D00871	AT5G37020	89.4	0	1392
BRARA.D00872	AT5G37150	69	0	1070
BRARA.D00874	AT5G37360	80.3	3.64e-159	446
BRARA.D00875	AT5G37370	82.5	2.4e-197	549
BRARA.D00876	AT4G11000	70.4	3.22e-103	308
BRARA.D00877	AT5G37470	55.3	4.36e-208	594
BRARA.D00881	AT4G39630	64.5	8.15e-84	248
BRARA.D00882	AT1G77550	83.4	0	1467
BRARA.D00885	AT5G38150	58.3	7.4e-174	504
BRARA.D00886	AT5G38195	61.8	9.46e-42	132
BRARA.D00889	AT5G38210	74.3	0	997
BRARA.D00890	AT5G38250	71.2	3.71e-304	838
BRARA.D00891	AT5G38300	60.6	2.56e-81	244
BRARA.D00892	AT5G38310	77.5	1.84e-90	262
BRARA.D00894	AT5G38380	92	2.55e-245	668
BRARA.D00895	AT5G38430	93.4	7.2e-126	351
BRARA.D00897	AT1G60360	76	7.16e-179	497
BRARA.D00898	AT2G25720	68	1.77e-41	132
BRARA.D00900	AT5G38450	91.9	0	958
BRARA.D00901	AT5G38460	86.7	0	896
BRARA.D00904	AT5G38510	74.8	6.45e-230	634
BRARA.D00906	AT3G27750	74.7	1.22e-101	293
BRARA.D00908	AT5G38560	93.3	2.16e-275	770
BRARA.D00909	AT2G17280	88.8	9.28e-180	494
BRARA.D00911	AT5G38630	90.4	2.99e-149	414
BRARA.D00912	AT5G38640	87.5	0	999
BRARA.D00913	AT5G50270	61.4	4.56e-165	469
BRARA.D00916	AT5G38710	89.5	3.07e-316	857
BRARA.D00917	AT5G38720	86.6	1.61e-85	259
BRARA.D00918	AT5G38730	84.5	1.38e-103	325
BRARA.D00919	AT5G38770	68	3.94e-43	135
BRARA.D00921	AT5G38820	80.8	6.41e-246	677
BRARA.D00923	AT3G01328	52.3	8.72e-29	99.8
BRARA.D00925	AT5G38840	77.3	0	928
BRARA.D00929	AT5G38895	81.2	1.48e-123	352
BRARA.D00934	AT5G39040	90.4	0	1085
BRARA.D00941	AT5G39240	63.3	2.3e-34	114
BRARA.D00942	AT5G39250	85.3	4.39e-164	453
BRARA.D00943	AT5G39270	76	7.39e-161	447
BRARA.D00946	AT3G42170	84.3	0	1041
BRARA.D00947	AT5G39320	97.5	0	939
BRARA.D00950	AT5G39340	92.3	1.58e-100	286
BRARA.D00952	AT5G39360	95.6	2.97e-186	509
BRARA.D00953	AT5G39380	64.1	1.13e-154	449
BRARA.D00954	AT5G39410	92.9	7.72e-310	839
BRARA.D00955	AT4G26900	67.7	2.92e-256	709
BRARA.D00956	AT1G32600	57.1	1.61e-116	337
BRARA.D00958	AT5G39430	79.3	1.92e-293	802
BRARA.D00959	AT5G39440	69.2	6.5e-244	676
BRARA.D00961	AT5G39450	68.8	1.73e-276	764
BRARA.D00968	AT5G39500	86.9	0	2439
BRARA.D00971	AT5G39520	79.1	1.73e-131	369
BRARA.D00972	AT5G39530	86.6	3.68e-145	404
BRARA.D00976	AT5G39590	80.8	0	883
BRARA.D00977	AT5G39600	95.3	1.86e-84	242
BRARA.D00979	AT5G39650	92.6	2.27e-160	443
BRARA.D00980	AT5G39660	70.6	3.9e-199	558
BRARA.D00981	AT5G39670	77.2	8.72e-105	299
BRARA.D00984	AT5G39710	90.1	2.98e-152	461
BRARA.D00987	AT5G39720	76.4	1.34e-93	268
BRARA.D00989	AT5G39760	76.8	4.26e-88	266
BRARA.D00990	AT5G39785	65.6	1.6e-274	766
BRARA.D00991	AT5G39790	80.1	1.86e-147	414
BRARA.D00992	AT5G39830	89.5	2.19e-268	734
BRARA.D00993	AT5G39840	82.9	0	1273
BRARA.D00994	AT5G39850	96.2	4.89e-125	350
BRARA.D00997	AT5G39865	62.4	5.09e-179	503
BRARA.D00998	AT5G39870	61.4	2.97e-74	229
BRARA.D00999	AT5G39890	81.6	2.44e-163	454
BRARA.D01003	AT5G39910	72.5	3.2e-211	583
BRARA.D01004	AT5G39940	83.6	2.29e-289	789
BRARA.D01005	AT5G39960	79.6	0	924
BRARA.D01008	AT5G40000	79	3.49e-267	732
BRARA.D01015	AT5G40030	92	3.17e-316	859
BRARA.D01016	AT5G40020	88.3	8.73e-180	493
BRARA.D01017	AT4G12170	50.9	3.89e-46	147
BRARA.D01020	AT2G04620	79.2	0	988
BRARA.D01021	AT5G51940	93.8	1.62e-95	271
BRARA.D01024	AT5G35410	89.9	1.86e-299	812
BRARA.D01026	AT2G04690	68.1	7.57e-95	276
BRARA.D01028	AT2G04700	93.2	1.49e-98	279
BRARA.D01033	AT5G40140	80.2	1.13e-222	627
BRARA.D01034	AT1G64105	55.6	1.2e-58	179
BRARA.D01036	AT5G40150	86.5	1.22e-195	539
BRARA.D01037	AT5G40160	75.1	3.5e-98	291
BRARA.D01039	AT5G40200	89.5	0	998
BRARA.D01040	AT5G40210	81.3	8.58e-191	528
BRARA.D01042	AT4G38440	68.7	0	1837
BRARA.D01046	AT5G40250	84.2	8.26e-209	576
BRARA.D01048	AT5G40260	72.2	4.69e-118	336
BRARA.D01049	AT5G40270	89.9	8.17002e-319	863
BRARA.D01050	AT5G40280	78	1.26e-263	724
BRARA.D01051	AT5G40300	83	4.41e-135	382
BRARA.D01052	AT5G40320	80.5	0	1032
BRARA.D01054	AT5G40330	77.8	6.75e-132	370
BRARA.D01056	AT5G40880	74.4	3.09e-212	592
BRARA.D01058	AT5G40370	77.8	1.04e-51	159
BRARA.D01061	AT5G40382	87.7	1.4e-39	124
BRARA.D01062	AT5G40390	88	0	1456
BRARA.D01063	AT5G40400	62.3	1.17e-149	447
BRARA.D01065	AT5G40440	93.2	0	977
BRARA.D01067	AT5G40460	82.1	1.31e-57	172
BRARA.D01068	AT5G40470	68.5	4.26e-213	597
BRARA.D01071	AT5G40490	91	7.92e-149	429
BRARA.D01072	AT5G40500	84.6	3.58e-69	202
BRARA.D01073	AT5G40510	84.8	3.55e-214	588
BRARA.D01074	AT5G40530	75.8	3.47e-152	427
BRARA.D01076	AT5G40540	90.3	9.35e-234	638
BRARA.D01078	AT5G40595	68.9	3.53e-26	98.2
BRARA.D01079	AT5G39471	61.3	1.16e-242	676
BRARA.D01080	AT5G40600	63.3	3.1e-97	286
BRARA.D01081	AT5G40610	86.1	2.19e-234	644
BRARA.D01083	AT5G40630	87.9	2.06e-73	217
BRARA.D01085	AT5G40645	97	3.84e-41	129
BRARA.D01086	AT5G40660	89	8.56e-205	562
BRARA.D01087	AT5G40670	92.6	1.76e-186	511
BRARA.D01088	AT5G40690	72.4	1.16e-91	267
BRARA.D01090	AT5G40730	61.2	2.04e-15	63.2
BRARA.D01092	AT5G40770	96.8	4.58e-181	498
BRARA.D01095	AT5G40780	93	4.99e-308	833
BRARA.D01096	AT5G40790	66.1	1.56e-126	363
BRARA.D01097	AT5G40800	82.4	4.24e-162	450
BRARA.D01099	AT5G38260	63.9	4.21e-303	839
BRARA.D01100	AT5G40840	64.5	0	917
BRARA.D01101	AT5G40850	89.5	2.27e-232	636
BRARA.D01102	AT5G39880	51.6	4.87e-94	283
BRARA.D01104	AT5G40860	69.4	2.9e-65	199
BRARA.D01105	AT5G40870	93	0	894
BRARA.D01106	AT5G40940	62.6	8.46e-149	426
BRARA.D01107	AT5G40950	92.9	1.64e-128	359
BRARA.D01108	AT5G40960	100	3.74e-43	133
BRARA.D01110	AT5G40980	98.6	1.92e-41	129
BRARA.D01111	AT5G48320	57.3	2.15e-246	708
BRARA.D01114	AT5G41020	76.1	6.08e-180	523
BRARA.D01115	AT5G41030	58.5	1.73e-60	189
BRARA.D01116	AT5G41040	94.1	1.39e-311	843
BRARA.D01117	AT5G41050	80.8	9.59e-94	269
BRARA.D01119	AT5G41060	84.5	3.18e-254	694
BRARA.D01120	AT5G41070	67.6	3.72e-163	461
BRARA.D01121	AT5G41080	88.5	1.04e-235	645
BRARA.D01123	AT5G41100	79.9	4.41e-299	822
