"","CWRU004174_S1","CWRU004175_S2","CWRU004176_S3","CWRU004177_S4","CWRU004178_S5","CWRU004179_S6","CWRU004180_S7","CWRU004181_S8","CWRU004182_S9","CWRU004183_S10","CWRU004184_S11","CWRU004185_S12","CWRU004186_S13","CWRU004187_S14"
"AT2G46980",53,57,109,50,51,104,171,132,175,65,66,23,120,111
"AT2G46990",8,10,10,6,5,18,41,23,16,17,4,7,26,26
"AT2G46995",0,0,2,0,0,0,0,0,0,0,0,0,1,1
"AT2G47000",318,342,1004,345,411,600,1259,669,945,312,256,133,1090,889
"AT2G47010",8,2,7,9,7,8,20,9,14,5,5,2,7,9
"AT2G47015",0,0,4,1,0,0,3,1,0,0,0,0,0,0
"AT2G47020",36,39,96,39,54,69,104,84,113,41,41,23,91,112
"AT2G47030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47050",0,0,9,1,1,8,3,4,5,3,1,0,3,5
"AT2G47060",203,213,502,209,304,434,746,405,638,224,265,100,578,536
"AT2G47070",1053,934,2359,1092,1385,1739,3188,1797,2316,1070,1084,597,2477,2499
"AT2G47090",54,52,127,49,63,80,167,97,128,47,63,26,152,120
"AT2G47100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47110",560,720,1591,787,831,1195,2187,1296,2019,670,760,387,1434,1635
"AT2G47115",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47120",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AT2G47130",12,26,76,5,29,32,69,49,53,21,8,4,100,37
"AT2G47140",2,2,4,1,3,3,4,0,5,2,4,1,1,1
"AT2G47150",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47160",407,360,1013,424,649,672,1231,754,1063,409,430,223,1176,1025
"AT2G47170",570,570,1507,710,859,1283,2304,1195,1990,662,669,325,1558,1602
"AT2G47180",315,231,569,338,361,336,869,335,544,244,325,184,435,434
"AT2G47190",125,51,153,92,151,64,157,105,110,47,69,44,136,136
"AT2G47200",10,6,19,15,16,8,32,9,15,7,7,6,20,14
"AT2G47210",181,160,417,179,207,311,481,301,427,182,173,111,371,398
"AT2G47220",33.23,45,63.78,42.65,56.22,68.21,107.44,50.79,104.08,33.2,52,22,85.27,92.43
"AT2G47230",22,39,65,30,20,57,60,64,86,29,31,14,87,79
"AT2G47240",98,150,401,142,180,293,410,429,436,193,134,74,535,417
"AT2G47245",0,0,0,1,0,0,0,0,0,0,0,0,1,1
"AT2G47250",273,328,731,380,376,481,928,534,728,258,362,229,710,718
"AT2G47260",21,31,59,21,44,32,60,38,48,23,31,11,49,45
"AT2G47270",106,76,197,96,129,126,257,102,181,90,91,55,215,162
"AT2G47275",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47280",0,0,0,0,0,0,0,0,1,0,1,0,0,1
"AT2G47300",7,21,51,15,11,23,42,49,19,17,13,10,39,25
"AT2G47310",28,19,76,32,34,49,91,55,74,41,30,13,73,66
"AT2G47320",187,189,479,198,291,455,788,459,753,236,209,113,483,489
"AT2G47330",184,157,472,194,238,268,593,309,502,175,210,125,457,435
"AT2G47340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47350",71,77,209,93,108,152,261,143,187,76,88,35,194,170
"AT2G47360",4,18,34,12,15,12,23,28,24,6,12,1,54,19
"AT2G47370",1,4,4,1,4,5,12,5,7,0,1,0,5,2
"AT2G47380",127,136,357,160,175,221,492,251,408,129,135,77,313,328
"AT2G47390",429,416,969,449,570,697,1285,739,1206,399,423,231,1025,984
"AT2G47400",654,523,1298,749,785,996,2026,892,1447,603,706,406,1195,1335
"AT2G47410",311,309,825,352,516,623,1079,619,753,347,322,191,974,857
"AT2G47420",182,234,578,292,257,372,713,435,677,240,267,159,565,550
"AT2G47430",1,2,26,1,4,13,8,5,16,2,2,0,27,9
"AT2G47440",448,424,1179,438,638,873,2108,883,1332,498,477,229,1196,1272
"AT2G47450",233,173,419,272,310,316,711,287,536,196,229,105,338,428
"AT2G47460",1,0,0,0,0,0,1,0,2,0,0,0,0,0
"AT2G47470",357,439,1073,409,539,948,1395,941,1411,476,413,224,1093,1098
"AT2G47480",2,4,10,0,2,2,8,2,9,5,4,0,3,5
"AT2G47485",63,71,192,60,119,113,307,115,202,60,70,27,145,138
"AT2G47490",68,62,196,67,117,149,290,155,241,84,79,44,226,193
"AT2G47500",149,188,439,166,160,405,582,416,643,218,184,91,480,461
"AT2G47510",365,381,824,480,499,697,1220,755,1233,398,394,193,967,887
"AT2G47520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47530",0,1,7,0,3,0,7,6,10,1,0,0,2,5
"AT2G47540",6,4,20,2,0,3,11,11,27,8,4,3,20,10
"AT2G47550",12,6,15,7,7,8,24,3,14,8,4,1,6,10
"AT2G47560",25,22,57,35,27,25,29,40,56,18,23,13,36,23
"AT2G47570",1,0,0,0,0,0,0,0,0,2,1,0,0,0
"AT2G47580",60,85,176,62,91,143,264,140,212,77,81,28,127,142
"AT2G47585",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47590",53,72,141,87,75,148,160,134,236,93,70,30,141,140
"AT2G47600",539,374,1044,435,570,540,1247,652,855,381,436,213,943,780
"AT2G47610",593,741,1582,695,779,1335,2205,1388,2214,683,724,324,1593,1626
"AT2G47620",47,75,188,80,95,136,266,149,187,79,82,47,197,191
"AT2G47630",72,72,224,78,120,217,302,204,279,125,73,39,268,244
"AT2G47640",65,81,182,67,92,111,217,152,203,54,66,28,169,129
"AT2G47650",207,248,682,315,288,539,985,574,789,277,266,127,639,668
"AT2G47670",1,4,1,2,4,4,6,2,8,1,2,0,5,3
"AT2G47680",20,32,81,38,37,77,80,67,102,46,41,16,73,91
"AT2G47690",84,57,206,84,84,108,198,138,192,58,77,35,190,173
"AT2G47700",276,278,653,312,387,524,1031,538,793,283,350,190,646,743
"AT2G47710",212,236,457,254,272,362,654,374,583,201,180,142,501,479
"AT2G47720",0,0,0,0,0.24,0,0,0,0,0,0,0,0,0
"AT2G47730",412,378,1263,418,623.76,829,1426,999,1346,564,408,200,1264,1157
"AT2G47740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47750",3,2,8,3,3,13,10,3,10,6,1,7,17,4
"AT2G47760",53,56,151,76,68,105,166,108,151,65,58,30,172,155
"AT2G47770",10,12,21,8,10,27,24,21,32,18,12,10,44,17
"AT2G47780",67,71,130,168,68,203,242,232,355,190,115,47,295,277
"AT2G47790",79,99,229,118,119,148,293,211,228,74,100,66,204,198
"AT2G47800",79,66,231,97,75,119,252,148,185,96,65,46,225,160
"AT2G47810",2,1,2,0,1,3,2,0,6,2,1,1,5,2
"AT2G47820",38,34,49,44,52,68,115,59,75,44,41,24,87,91
"AT2G47830",42,50,154,63,79,95,222,140,158,66,61,24,197,143
"AT2G47840",90,96,210,120,141,182,286,192,263,74,102,58,209,219
"AT2G47844",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47850",83,110,322,123,202,201,366,253,313,139,130,70,347,349
"AT2G47860",21,25,72,27,38,45,69,57,70,36,25,6,75,69
"AT2G47870",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AT2G47880",0,2,0,0,0,0,0,0,1,0,0,0,0,4
"AT2G47885",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G47890",16,31.41,62,28,29,41.64,61,45,74.89,32,26,18,69.68,46
"AT2G47895",0,1.59,5,0,1,2.36,3,0,1.11,0,0,0,2.32,5
"AT2G47900",197,274,545,262,337,393,654,422,628,251,291,157,581,559
"AT2G47910",176,131,358,228,240,245,582,245,476,164,190,102,331,364
"AT2G47920",12,8,21,8,12,16,26,14,26,17,11,8,24,26
"AT2G47930",168,161,455,178,220,307,577,367,401,208,158,69,409,435
"AT2G47935",0,0,0,0,0,3,3,1,0,2,0,0,1,4
"AT2G47940",393,388,987,441,554,723,1219,766,1141,417,474,262,854,934
"AT2G47950",0,0,1,1,1,0,0,2,3,1,0,0,1,2
"AT2G47960",225,248,579,257,299,330,739,401,600,184,259,140,473,523
"AT2G47970",195,217,478,216,298,352,641,377,582,257,223,126,497,460
"AT2G47980",403,376,907,455,489,650,1303,664,1032,367,412,206,970,887
"AT2G47990",41,66,135,59,52,89,131,151,141,44,69,38,117,127
"AT2G48000",55,50,104,43,65,70,127,77,145,30,63,21,106,106
"AT2G48010",32,50,110,46,62,46,111,65,82,26,31,27,93,85
"AT2G48020",146,104,341,146,202,189,384,177,235,89,135,100,277,240
"AT2G48030",94,81,245,101,128,130,281,121,160,85,77,57,209,219
"AT2G48060",427,400,1170,455,768,896,1749,972,1129,523,490,255,1444,1226
"AT2G48070",73,104,208,84,127,145,314,157,246,108,98,52,232,211
"AT2G48075",5,2,4,3,3,4,8,6,5,3,2,3,1,4
"AT2G48080",1,2,7,3,3,4,11,4,9,4,1,2,10,5
"AT2G48090",3,6,12,4,2,2,8,3,5,9,4,3,10,6
"AT2G48100",133,125,390,155,217,280,516,265,380,142,147,79,362,334
"AT2G48110",79,76,203,62,99,123,221,144,178,71,72,34,176,208
"AT2G48120",18,21,53,25,28,46,49,37,82,36,28,7,64,48
"AT2G48121",1.38,1.28,1.48,2.46,1.95,1.66,0,0,1.47,0,1.54,0,0,1.79
"AT2G48130",11,9,72,16,25,20,81,49,56,11,8,3,47,45
"AT2G48140",5,7,42,2,12,10,38,17,33,12,5,1,32,15
"AT2G48150",0,2,0,1,0,4,2,4,2,2,2,0,2,6
"AT2G48160",524,544,1332,567,719,901,1793,980,1309,558,595,336,1331,1322
"AT3G00970",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AT3G00975",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G00980",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G00985",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT3G00995",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01005",0,0,0,0,0,0,2,0,3,0,0,0,0,0
"AT3G01010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01015",1,2,4,0,0,4,2,2,1,0,1,1,1,2
"AT3G01020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01025",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01030",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AT3G01035",0,1,5,2,0,3,0,0,0,0,0,0,9,0
"AT3G01040",113,109,290,122,167,197,407,211,283,127,121,73,312,273
"AT3G01045",1,2,10,4,3,6,7,2,8,3,4,0,6,7
"AT3G01050",91,91,270,108,138,171,380,160,261,102,97,43,240,234
"AT3G01055",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01060",30,28,60,25,27,61,129,54,105,46,24,16,45,62
"AT3G01065",4,2,16,6,5,12,10,8,8,5,3,4,10,15
"AT3G01070",3,4,4,3,4,10,2,2,10,5,2,1,4,3
"AT3G01075",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01080",4,2,7,0,2,3,6,7,2,2,1,2,5,5
"AT3G01085",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01090",361,361,818,428,529,670,1277,579,1033,331,442,235,858,828
"AT3G01095",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01100",238,194,572,223,291,371,746,358,548,214,235,122,655,488
"AT3G01105",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01115",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"AT3G01120",629,740,2108,695,819,1272,2358,1595,2455,763,674,328,2003,1642
"AT3G01125",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01130",121,129,270,135,170,217,300,201,316,123,161,67,337,296
"AT3G01135",0,0,1,0,0,0,0,1,0,0,0,0,0,0
"AT3G01140",1,4,4,1,1,2,5,6,6,3,5,0,13,12
"AT3G01142",14,23,49,24,16,37,55,35,57,18,27,12,51,47
"AT3G01145",0,0,0,0,0,0,0,0.55,0.52,0,0.89,0,0.94,0
"AT3G01150",88,97,235,100,122,144,331,200,219,112,104,54,227,236
"AT3G01155",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01160",69,69,202,112,113,157,215,175,187,57,84,47,210,181
"AT3G01165",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01170",119,120,251,122,123,178,324,175,251,119,120,72,270,260
"AT3G01175",20,15,61,12,43,29,57,16,31,18,13,6,51,37
"AT3G01180",68,74,134,74,97,112,179,118,180,83,86,34,146,140
"AT3G01185",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01190",32,53,259,42,108,107,205,147,175,47,58,21,253,119
"AT3G01195",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01200",153,141,344,182,221,283,526,274,414,151,175,101,386,367
"AT3G01202",0,0,4,0,0,1,2,1,4,1,0,0,0,3
"AT3G01205",2,4,18,4,6,7,9,6,14,5,3,2,9,11
"AT3G01210",32,30,86,27,55,71,157,50,83,38,43,19,87,69
"AT3G01215",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01220",53,57,203,67,114,119,255,112,187,78,67,40,207,173
"AT3G01225",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01235",0,0,0,0,0,0,2,0,0,0,0,0,1,0
"AT3G01240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01255",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01260",27,75,77,62,38,73,102,59,185,29,65,29,55,81
"AT3G01270",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AT3G01275",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AT3G01280",409,452,1040,457,546,713,1333,825,1262,453,439,239,945,1020
"AT3G01285",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01290",885,563,1945,709,1373,698,1874,723,821,461,702,616,1469,1280
"AT3G01295",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01300",171,183,375,166,272,254,576,248,374,163,203,107,367,388
"AT3G01305",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01310",1431,1290,2906,1545,1909,2049,4401,2060,2949,1286,1502,837,2867,3011
"AT3G01311",0,0,2,0,2,2,2,0,5,2,0,0,3,0
"AT3G01313",0,1,2,1,0,7,2,0,3,0,0,1,1,1
"AT3G01315",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01316",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01319",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AT3G01320",356,359,972,386,515,614,1154,631,927,376,379,233,1049,848
"AT3G01322",0,0,1,0,1,2,0,0,2,1,1,0,3,3
"AT3G01323",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01324",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01325",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01326",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AT3G01327",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01328",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01329",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01330",7,5,14,5,2,9,15,13,14,6,5,2,10,8
"AT3G01331",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01340",340,387,826,377,517,552,1154,559,790,364,394,227,848,883
"AT3G01345",0,0,1,3,3,1,1,1,3,2,1,0,5,0
"AT3G01350",35,67,108,46,34,94,91,89,134,40,60,30,98,74
"AT3G01360",72,74,225,68,107,122,241,144,185,88,54,44,220,197
"AT3G01365",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01370",219,183,483,249,303,365,676,361,549,243,238,134,510,535
"AT3G01375",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01380",101,102,297,122,144,204,419,246,384,139,125,67,369,317
"AT3G01385",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01390",329,286,1031,352,483,687,1235,649,1019,392,361,201,1050,793
"AT3G01395",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01400",130,158,411,144,239,221,469,235,368,142,154,96,317,383
"AT3G01410",5,10,21,9,18,20,32,22,36,13,12,5,16,21
"AT3G01415",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01420",114,149,986,108,282,256,805,407,455,208,136,55,845,346
"AT3G01425",0,0,0,0,1,2,0,0,0,0,0,0,0,0
"AT3G01430",30,18,69,39,32,38,83,39,65,24,28,12,57,63
"AT3G01435",22,18,95,30,37,46,108,55,81,25,24,15,89,93
"AT3G01440",1,4,3,2,1,9,14,3,20,4,3,3,8,7
"AT3G01445",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01450",16,19,41,25,21,40,66,36,44,25,19,6,53,55
"AT3G01460",246,279,764,318,443,550,974,586,779,321,298,184,858,762
"AT3G01470",1735,1600,3994,1943,2318,2943,6871,2986,4800,1721,1845,1026,3629,4345
"AT3G01475",0,0,6,1,4,2,4,0,0,0,1,1,0,0
"AT3G01480",168,135,355,179,222,267,564,283,496,174,206,107,357,366
"AT3G01485",0,0,1,1,0,0,0,0,0,0,0,0,0,1
"AT3G01490",141,186,491,227,269,399,821,375,517,182,215,127,478,528
"AT3G01495",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"AT3G01500",40,76,110,74,56,106,167,105,182,54.35,93,36,84.83,118
"AT3G01505",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01510",21,30,51,33,23,58,114,54,77,29.65,29,13,68.17,44
"AT3G01513",4,7,23,2,7,14,18,8,10,5,3,3,31,14
"AT3G01515",0,1,0,1,0,0,1,0,0,0,0,0,5,3
"AT3G01516",45,26,126,23,48,105,130,85,122,43,36,15,144,110
"AT3G01520",793,773,1929,883,1081,1097,2702,1216,1729,720,833,552,1765,1656
"AT3G01525",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01530",0,0,3,0,0,2,2,3,1,0,0,0,4,0
"AT3G01535",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01540",1401,1160,2954,1325,1757,1937,4170,2232,3065,1190,1308,718,2897,2849
"AT3G01545",0,0,0,0,1,3,0,3,1,0,0,0,1,0
"AT3G01550",3,6,4,3,5,11,17,4,18,2,3,1,10,9
"AT3G01555",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01560",119,181,393,177,222,262,474,261,351,140,205,86,364,347
"AT3G01565",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01570",4,2,5,1,3,4,8,4,2,1,0,11,8,4
"AT3G01572",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01575",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01580",5,4,13,13,4,14,17,13,11,9,7,2,20,15
"AT3G01585",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"AT3G01590",225,211,502,236,275,334,622,345,464,179,243,171,478,476
"AT3G01595",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01600",6,4,15,9,12,10,15,18,28,7,12,0,17,12
"AT3G01605",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01610",24,27,93,45,51,65,102,70,62,45,31,20,75,84
"AT3G01615",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01620",3,0,4,0,3,1,16,3,4,3,3,0,6,3
"AT3G01625",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01630",0,1,6,2,2,1,7,3,3,6,0,0,2,6
"AT3G01635",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01640",101,117,242,105,173,173,361,187,316,116,114,59,230,259
"AT3G01645",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01650",137,106,332,148,201,233,455,256,330,139,149,88,346,331
"AT3G01655",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01660",18,13,39,29,32,30,77,35,58,20,21,21,37,52
"AT3G01665",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01670",56,80,94,66,55,104,74,94,231,50,76,47,108,105
"AT3G01675",0,0,0,1,0,0,0,0,0,1,0,0,1,3
"AT3G01680",121,179,205,100,119,205,214,211,354,133,98,85,233,226
"AT3G01690",1150,1082,3187,1284,1838,2126,5032,2222,3024,1214,1291,672,3299,3034
"AT3G01695",512.5,1004.5,864.5,748.5,769,842,766.5,1749,1454.5,382.5,1370.5,1444,1014.5,1657.64
"AT3G01700",0,0,1,1,1,1,3,1,4,0,0,1,3,1
"AT3G01705",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01710",1,12,10,3,4,17,20,23,18,4,2,0,17,9
"AT3G01715",512.5,1004.5,864.5,748.5,769,842,766.5,1749,1454.5,382.5,1370.5,1444,1014.5,112.36
"AT3G01720",152,150,472,166,240,357,606,367,499,193,152,79,553,453
"AT3G01730",0,2,0,0,0,0,0,1,1,0,0,1,2,3
"AT3G01735",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01740",159,173,399,144,210,305,575,291,403,147,179,99,357,349
"AT3G01745",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01750",81,86,165,65,101,152,283,136,240,84,81,43,233,161
"AT3G01755",0,0,1,0,1,2,0,0,0,0,0,0,0,3
"AT3G01760",3,0,8,1,4,3,2,2,2,0,1,2,4,2
"AT3G01765",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01770",329,406,856,358,500,587,1065,616,931,390,393,247,791,882
"AT3G01775",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01780",345,375,943,386,490,721,1223,768,1046,356,419,213,893,989
"AT3G01785",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01790",84,137,234,114,118,193,230,190,259,76,112,60,212,242
"AT3G01795",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AT3G01800",11,21,56,21,26,47,91,56,44,17,17,12,47,55
"AT3G01805",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01810",60,79,174,68,76,130,220,159,262,121,72,30,183,185
"AT3G01815",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01820",67,85,205,95,99,120,248,193,203,100,72,40,219,203
"AT3G01830",5,0,4,0,0,0,0,4,1,2,0,1,10,2
"AT3G01835",1,0,3,4,3,3,3,3,1,3,3,0,6,6
"AT3G01840",1,3,10,1,0,1,5,6,7,3,3,1,5,5
"AT3G01845",7,6,22,11,13,11,8,9,15,7,6,1,43,15
"AT3G01850",118,137,338,156,169,212,435,233,373,135,148,80,322,344
"AT3G01855",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01860",25,20,58,19,24,46,65,35,67,15,22,14,42,41
"AT3G01865",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"AT3G01870",1,0,0,0,0,0,0,0,1,0,0,0,0,0
"AT3G01880",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AT3G01885",0,1,2,0,0,0,4,3,1,0,0,0,3,1
"AT3G01890",39,49,118,63,66,107,178,91,113,60,54,37,120,135
"AT3G01895",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"AT3G01900",0,0,0,1,3,1,1,0,2,1,0,0,4,2
"AT3G01905",0,0,1,0,0,0,0,0,1,0,0,0,0,0
"AT3G01910",531,512,1206,601,726,834,1677,801,1166,457,550,333,1056,1099
"AT3G01915",0,0,0,0,0,0,0,0,1,0,1,0,0,1
"AT3G01920",32,35,100,40,72,63,124,65,90,41,56,23,88,95
"AT3G01925",0,0,0,0,0,0,3,0,0,1,0,0,0,0
"AT3G01930",72,95,253,77,113,171,317,169,239,119,77,40,255,274
"AT3G01935",0,3,2,0,1,1,1,0,2,0,1,1,1,4
"AT3G01940",0,0,1,1,0,0,0,0,1,1,1,0,1,1
"AT3G01945",0,0,0,0,0,0,0,0,2,0,1,0,0,0
"AT3G01950",5,12,8,5,2,5,7,7,15,2,10,4,5,13
"AT3G01960",0,2,3,4,1,3,0,6,3,2,4,1,0,6
"AT3G01961",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01965",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01970",295,133,416,209,351,250,702,218,416,214,162,121,305,392
"AT3G01975",0,0,3,0,0,3,0,0,1,1,0,1,1,0
"AT3G01980",38,49,104,44,54,76,156,80,99,47,50,15,78,91
"AT3G01985",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G01990",4,3,9,2,5,5,17,5,10,6,1,1,11,11
"AT3G01995",0,1,1,1,0,0,1,2,2,1,2,0,1,2
"AT3G02000",0,1,0,2,0,0,0,1,4,0,1,0,0,0
"AT3G02010",3,11,14,10,8,12,20,13,13,6,4,3,22,14
"AT3G02015",0,1,0,1,2,1,2,0,0,0,0,0,3,0
"AT3G02020",236,86,501,97,133,187,412,270,585,279,77,30,521,248
"AT3G02025",0,0,0,0,0,0,0,0,0,1,0,0,0,0.26
"AT3G02030",4,10,12,4,11,7,9,11,17,9,9,3,16,14
"AT3G02035",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"AT3G02040",121,92,222,118,160,131,292,138,186,89,119,78,187,203
"AT3G02045",28.98,33.98,28.88,45.95,40.95,42.88,48.88,19.95,43.87,33.97,39.95,36.96,20.86,23.84
"AT3G02050",126,127,280,124,167,216,413,237,377,138,114,56,320,288
"AT3G02055",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G02060",88,138,303,123,156,240,361,234,307,107,144,59,290,318
"AT3G02065",60,77,193,69,92,117,255,146,228,66,85,42,225,158
"AT3G02070",156,118,316,149,203,220,502,214,276,143,175,105,337,305
"AT3G02075",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AT3G02080",1040,1171,2577,1212,1561,1863,3438,2023,2874,1105,1306,654,2425,2585
"AT3G02085",0,1,2,3,0,5,0,1,1,0,0,0,4,2
"AT3G02090",1073,1117,2785,1167,1420,1910,3561,2064,3183,1152,1189,618,2692,2613
"AT3G02095",0,0,1,0,0,0,1,0,0,0,0,0,2,1
"AT3G02100",0,0,1,0,1,5,2,4,4,1,2,0,7,5
"AT3G02105",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT3G02110",193,224,501,240,302,469,838,490,727,226,195,119,599,610
"AT3G02115",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"AT3G02120",12,16,16,12,7,25,45,26,32,7,11,3,20,21
"AT3G02125",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT3G02130",271,224,659,252,372,427,906,433,573,274,280,176,689,648
"AT3G02135",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G02140",131,98,217,154,174,173,341,169,204,105,99,95,237,246
"AT3G02145",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G02150",144,78,229,135,153,153,281,141,217,87,106,79,186,212
"AT3G02155",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G02160",17,9,44,17,30,36,63,41,64,15,25,10,55,39
"AT3G02165",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G02170",1463,1138,3168,1423,1966,2478,5542,2282,3661,1502,1480,776,3473,3406
"AT3G02180",302,317,766,345,409,651,1145,619,905,379,376,173,751,812
"AT3G02190",31,32,94,25,41,59,85,77,89,38,28,24,73,80
"AT3G02195",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT3G02200",589,748,1535,684,879,958,1978,1112,1627,634,766,489,1415,1481
